"Transcript Cluster ID","GenX_100uM vs. GenX_UT","Gene Symbol","0.1uMFold Change","10uMFold Change"
"TC1200011851.hg.1",-1.16,"RP11-423G4.10",-2.38467,-1.100401
"TC1200011891.hg.1",2.08,"GIT2",-1.060026,-1.060026
"TC1200011961.hg.1",2.38,"TMEM116",1.233998,1.095743
"TC1200011966.hg.1",-1.04,"MIR3657",2.048858,1.182238
"TC1200011991.hg.1",-1.1,"IQCD",-1.642781,-2.112015
"TC1200012016.hg.1",2.24,"TBX3",1.457605,1.457605
"TC1200012030.hg.1",1.03,"RP11-116D17.4",1.042603,2.731039
"TC1200012060.hg.1",1.5,"MIR4472-2",-1.129043,-3.28529
"TC1200012142.hg.1",-2.26,"RN7SKP197",-1.139523,1.862835
"TC1200012149.hg.1",2.03,"GCN1; MIR4498",1,-1.014353
"TC1200012189.hg.1",2.32,"C12orf43",1,1
"TC1200012235.hg.1",2.52,"CCDC150P1",1.119885,1.070511
"TC1200012371.hg.1",-2.38,"LINC00944",1,1
"TC1200012389.hg.1",-2.13,"Y_RNA",1,1
"TC1200012391.hg.1",-2.51,"LOC101927637; RP11-526P6.1",1,1
"TC1200012396.hg.1",-1.96,"RP11-749H20.1",1,2.289099
"TC1200012458.hg.1",1.03,"RP11-243M5.3",2.022122,-1.150571
"TC1200012543.hg.1",2.12,"ANKLE2",-1.121765,1
"TC1200012570.hg.1",1.04,"CACNA1C",1.38706,2.112073
"TC1200012599.hg.1",1.07,"AEBP2",1.072695,-2.276409
"TC1200012601.hg.1",-2.66,"SLCO1B3",-1.720444,-4.116535
"TC1200012602.hg.1",1.12,"SLCO1B7; SLCO1B1",-1.796514,-2.44942
"TC1200012612.hg.1",-1.05,"MED21",-1.159722,-2.507535
"TC1200012618.hg.1",-1.1,"LOC100288798; RP11-96H19.1; RP11-446N19.1",2.110786,-1.033709
"TC1200012620.hg.1",-1.14,"SLC48A1",-2.409878,-1.746928
"TC1200012637.hg.1",-2.2,"HOXC10",-1.272636,-1.464177
"TC1200012647.hg.1",2.86,"MYL6B",-1.434045,-1.380116
"TC1200012706.hg.1",1.28,"ACAD10",-2.134651,-1.266441
"TC1200012727.hg.1",1.02,"RP11-575F12.3",-1.406988,-2.389204
"TC1200012739.hg.1",2.06,"PARP11",1,1
"TC1200012746.hg.1",2.13,"ABC12-49244600F4.4",-1.008527,1
"TC1200012759.hg.1",-1.28,"PRH1-PRR4",-1.130194,-2.691481
"TC1200012764.hg.1",-1.04,"PRH1; TAS2R14; PRR4",-1.256578,-3.043645
"TC1200012832.hg.1",1.15,"PAH",-1.007277,-2.162336
"TC1200012863.hg.1",3.43,"CCDC92",1,1
"TC1200012864.hg.1",2.17,"CCDC92",-1.028491,-1.028491
"TC1200012876.hg.1",2.69,"CHFR",1.156865,1.156865
"TC1300006461.hg.1",1.52,"LINC00442",1.168923,2.062222
"TC1300006486.hg.1",-2.07,"LINC01072",1.065271,1.793143
"TC1300006540.hg.1",-2.06,"FNTAP2",1.051209,1.018214
"TC1300006613.hg.1",-2.62,"CYCSP33",1.424603,-1.801189
"TC1300006621.hg.1",-2.13,"IRX1P1",1,1
"TC1300006746.hg.1",1.72,"LINC00544",-1.028969,2.461026
"TC1300006785.hg.1",1.32,"B3GLCT",-1.776047,-2.511118
"TC1300006811.hg.1",-1.12,"PDS5B",3.36242,2.647553
"TC1300006817.hg.1",-2.36,"KL",-1.258513,-1.258513
"TC1300006920.hg.1",-1.44,"RNU6-56P",-3.909706,-1.234041
"TC1300006974.hg.1",1.36,"NAA16",-1.363883,-2.135968
"TC1300007052.hg.1",-2.17,"GTF2F2",1,1
"TC1300007082.hg.1",1.69,"ZC3H13",-2.868945,-2.50757
"TC1300007096.hg.1",-1.2,"RNU6-68P",2.001706,1.805339
"TC1300007148.hg.1",1,"CYSLTR2",1.413067,-2.210527
"TC1300007221.hg.1",2.01,"SERPINE3",1,-1.071521
"TC1300007228.hg.1",2.09,"WDFY2",1,1
"TC1300007241.hg.1",-2.2,"LOC101929657; RP11-248G5.9",-2.047013,1.520884
"TC1300007248.hg.1",-1.06,"CKAP2",-1.539744,-2.410463
"TC1300007253.hg.1",1.33,"PPIAP26",-2.135761,-2.487472
"TC1300007285.hg.1",1.22,"MIR5007",1,2.046885
"TC1300007309.hg.1",-2.88,"MTCO2P3",-1.057949,1.274481
"TC1300007433.hg.1",-1.26,"RP11-411G9.2",1,-2.288052
"TC1300007465.hg.1",-1.04,"RPL21P109",-2.557404,-2.40936
"TC1300007484.hg.1",-1.1,"PIBF1",-1.979944,-2.948334
"TC1300007496.hg.1",1.24,"RNU4-10P",-1.895016,-2.120596
"TC1300007499.hg.1",1.03,"RP11-309J13.1",-1.829158,-2.063967
"TC1300007598.hg.1",-2.43,"LINC01038",-1.402704,-1.081745
"TC1300007613.hg.1",-1.28,"PWWP2AP1",-1.880661,-2.056941
"TC1300007714.hg.1",-2.4,"MIR548AS",1,1
"TC1300007750.hg.1",-1.08,"MEMO1P5",2.054931,1.692611
"TC1300007813.hg.1",-1.14,"DOCK9-AS1",1,2.152107
"TC1300008057.hg.1",1.11,"SNORD44",1.306648,2.104154
"TC1300008080.hg.1",-3.23,"TUBGCP3",-1.57371,-1.305616
"TC1300008188.hg.1",1.07,"ZNF962P",2.147904,2.447722
"TC1300008275.hg.1",2.28,"RPS12P23",-1.259307,1.139467
"TC1300008285.hg.1",-1.12,"LINC00539",1,2.301844
"TC1300008292.hg.1",-2.03,"MICU2",1,-2.034946
"TC1300008424.hg.1",1.16,"USP12",1.372647,-2.01412
"TC1300008517.hg.1",1.13,"HMGB1",-1.170269,-2.512163
"TC1300008558.hg.1",1.02,"N4BP2L2-IT2",-1.093323,-2.096075
"TC1300008592.hg.1",-2.76,"LINC00457",1,-1.104291
"TC1300008632.hg.1",1.5,"ALG5",1,-2.019572
"TC1300008657.hg.1",-3.01,"FREM2-AS1; RP11-7B3.2",-1.062071,1.276302
"TC1300008659.hg.1",1.06,"STOML3",2.324982,1.090901
"TC1300008660.hg.1",2.08,"PROSER1",1,1
"TC1300008679.hg.1",-1.12,"SNORD116",-2.360381,-1.456767
"TC1300008708.hg.1",-1.18,"ELF1",-3.234718,1.065108
"TC1300008717.hg.1",1.07,"MORF4L1P4",1.2653,2.418379
"TC1300008720.hg.1",-3,"MTRF1",1.013692,1.013692
"TC1300008743.hg.1",-1.65,"MAPK6PS3",-2.174825,-2.26459
"TC1300008760.hg.1",2.71,"EPSTI1",1,1
"TC1300008776.hg.1",1.12,"RP11-5G9.6",1.644193,-2.515544
"TC1300008824.hg.1",1.56,"SLC25A30",2.564399,2.304638
"TC1300008827.hg.1",-1.34,"ERICH6B",-2.632111,-1.547018
"TC1300008840.hg.1",3,"LCP1",1,1.678404
"TC1300008848.hg.1",-2.08,"LINC00563",-1.07431,-1.27082
"TC1300008934.hg.1",-1,"RNY4P9",1.055451,2.818759
"TC1300008961.hg.1",-1.01,"DLEU1-AS1",-2.13397,-1.130194
"TC1300008973.hg.1",-2.32,"LINC00371",1,1.174592
"TC1300008987.hg.1",-2.71,"SNRPGP11",1,1.055949
"TC1300009045.hg.1",1.04,"MIR1297",-2.15008,-2.15008
"TC1300009101.hg.1",1.21,"EIF4A1P6",1.581562,2.655567
"TC1300009188.hg.1",-1.19,"HNRNPA1P18",2.264229,1.338781
"TC1300009262.hg.1",2.15,"RPL21P108",-1.165897,1.051654
"TC1300009293.hg.1",-1.09,"MYCBP2",-1.732049,-4.401331
"TC1300009334.hg.1",-1.05,"RNA5SP33",1.583481,-2.352932
"TC1300009405.hg.1",1.1,"MIR4500HG",-2.180592,-1.985125
"TC1300009567.hg.1",-2.26,"RP11-261P24.2",-1.214683,1
"TC1300009580.hg.1",1.41,"SLC15A1",1.101363,-2.289702
"TC1300009627.hg.1",-1.21,"ASNSP3",1.227123,2.016928
"TC1300009714.hg.1",1.61,"ARGLU1",-1.084996,-2.329564
"TC1300009733.hg.1",-1.01,"MIR1267",2.585154,-1.112727
"TC1300009740.hg.1",-2.24,"LIG4",1.342805,-1.059791
"TC1300009954.hg.1",1.32,"DNAJC15",2.03107,1.081887
"TC1300009976.hg.1",1.1,"LINC00381",-1.062896,2.009797
"TC1300009980.hg.1",1.27,"LMO7",1.009737,-2.141899
"TC1300009992.hg.1",2.24,"BIVM-ERCC5",1.165768,1
"TC1400006466.hg.1",-2.03,"OR11H13P",1,1
"TC1400006487.hg.1",1.66,"OR4N1P",1.148579,2.119112
"TC1400006502.hg.1",1.01,"OR4N5",-1.463376,-2.306364
"TC1400006577.hg.1",2.22,"RPL4P1",1.146742,-1.148587
"TC1400006603.hg.1",2.83,"TRAV31",1,1
"TC1400006647.hg.1",-1.3,"TRAJ3",2.054974,1.903376
"TC1400006711.hg.1",1.9,"DHRS4L1",-2.049526,-1.863326
"TC1400006774.hg.1",-1.07,"MIR4307",-6.134815,-3.916025
"TC1400006787.hg.1",1.46,"EIF4A1P12",-2.081177,1.68464
"TC1400006821.hg.1",1.01,"G2E3",-2.129508,-2.419267
"TC1400006833.hg.1",1.06,"AP4S1",1,-2.860386
"TC1400006851.hg.1",1.24,"ARHGAP5",-1.219805,-3.6655
"TC1400006890.hg.1",1.14,"SRP54",-2.7623,-2.744761
"TC1400007042.hg.1",3.99,"DNAJC19P9",1,-1.405594
"TC1400007094.hg.1",2.17,"KLHDC2",1.290133,1.290133
"TC1400007142.hg.1",-1.31,"LINC00640",-2.833235,-4.447302
"TC1400007174.hg.1",2.12,"RP11-589M4.1",1,1.157121
"TC1400007209.hg.1",1.16,"SAMD4A",-1.168404,-2.155406
"TC1400007221.hg.1",1.18,"SOCS4",1.02974,-2.173364
"TC1400007343.hg.1",1.08,"LRRC9",1.136203,2.016594
"TC1400007404.hg.1",-1,"RHOJ",-1.033036,-2.087751
"TC1400007430.hg.1",-1.33,"SYNE2",1.086871,-3.016426
"TC1400007441.hg.1",1.54,"AKAP5",-1.40145,2.162725
"TC1400007467.hg.1",-1.16,"MIR625",1.077666,2.50665
"TC1400007478.hg.1",-1.12,"GPHN",-2.074538,-1.048902
"TC1400007543.hg.1",-2.57,"ACTN1-AS1",1.145669,1.259386
"TC1400007562.hg.1",2.37,"SRSF5",1.501038,-1.19855
"TC1400007584.hg.1",2.2,"TTC9",1.007283,1.095485
"TC1400007588.hg.1",1.43,"PCNX",-1.781843,-2.115371
"TC1400007688.hg.1",2.08,"FCF1",1.020439,1.168461
"TC1400007761.hg.1",2.06,"AHSA1",1.027159,-1.013552
"TC1400007889.hg.1",-2.21,"FAM35CP",-1.078682,-1.078682
"TC1400007891.hg.1",1.99,"LINC01146",1.185849,-2.797813
"TC1400007899.hg.1",2.23,"SPATA7",-1.257728,-1.257728
"TC1400008063.hg.1",1.38,"RP11-349I1.2",-1.005574,2.322583
"TC1400008102.hg.1",1.27,"RP11-1070N10.7",2.280421,1
"TC1400008114.hg.1",-2.33,"RP11-404P21.5",1.061239,1.090296
"TC1400008120.hg.1",-2.53,"RP11-872J21.5",-1.138678,-2.157454
"TC1400008176.hg.1",-2.03,"RP11-543C4.1",1.093733,-1.101668
"TC1400008234.hg.1",-1.23,"MIR493",1.649101,2.113099
"TC1400008238.hg.1",1.08,"MIR433",-1.759676,-2.898366
"TC1400008243.hg.1",2.71,"MIR370",1,1
"TC1400008249.hg.1",-1.64,"SNORD114-2",2.535499,2.030845
"TC1400008274.hg.1",1.13,"MIR494",-2.786646,-1.304376
"TC1400008280.hg.1",-1.17,"MIR376A2",-1.032642,2.751198
"TC1400008289.hg.1",1.02,"MIR487B",1,2.025503
"TC1400008301.hg.1",1.19,"MIR154",1.363354,2.07392
"TC1400008307.hg.1",1.11,"MIR369",-2.206913,-2.138442
"TC1400008309.hg.1",-2.17,"MIR656",1,1
"TC1400008335.hg.1",-1.25,"RNU6-790P",2.243514,1.684675
"TC1400008341.hg.1",3.24,"DYNC1H1",1.012899,1
"TC1400008362.hg.1",3.63,"TRAF3",1,-1.27097
"TC1400008396.hg.1",-1.17,"SNORA28",2.17356,1.269904
"TC1400008407.hg.1",1.1,"RNU7-160P",2.435369,1.60533
"TC1400008412.hg.1",2.13,"RP11-73M18.7",1,1.657099
"TC1400008413.hg.1",3.81,"RP11-73M18.8",-1.284743,-1.400983
"TC1400008452.hg.1",2.64,"ADSSL1",1.119023,1.14721
"TC1400008522.hg.1",-1.18,"MIR7641-2; RNA5SP389; AC245369.1",2.424118,1.072012
"TC1400008543.hg.1",1.5,"LOC100508046; CTD-2311B13.5",1,-2.017977
"TC1400008559.hg.1",1.18,"RNU6-1268P",1.021494,2.366689
"TC1400008642.hg.1",2.16,"OR10G2",-1.07112,1.550464
"TC1400008667.hg.1",2.14,"CTD-2555K7.4; CH17-302M23.1",1,1.168988
"TC1400008683.hg.1",-1.08,"RBM23",-2.147875,-1.147823
"TC1400008717.hg.1",-1.04,"MIR208A",2.655438,-1.062896
"TC1400008885.hg.1",2.83,"MTCO1P2",1.092839,1.092839
"TC1400008920.hg.1",1.56,"RPL12P6",2.643611,2.340052
"TC1400008921.hg.1",-2.91,"BAZ1A",1.163507,-1.296489
"TC1400008957.hg.1",-2.14,"PTCSC3",1.058477,1.058477
"TC1400009045.hg.1",1.35,"EIF4BP1",-2.347557,-2.190697
"TC1400009128.hg.1",-2.21,"CDKL1",1.216217,-1.207849
"TC1400009131.hg.1",1.23,"MAP4K5",-1.171649,-2.549934
"TC1400009135.hg.1",-1.3,"RN7SL452P",-1.952578,-2.815341
"TC1400009138.hg.1",-1.13,"RP11-248J18.2",2.226966,2.226966
"TC1400009141.hg.1",2.11,"NIN",1.079295,-1.643442
"TC1400009142.hg.1",-1.55,"RP11-248J18.3",2.792485,1.831759
"TC1400009172.hg.1",-1.78,"RP11-463J10.3",2.107642,1.62984
"TC1400009213.hg.1",2.32,"MIR5580",2.247343,2.247343
"TC1400009225.hg.1",1.62,"GMFB",-1.111948,-2.4123
"TC1400009299.hg.1",-1.33,"C14orf105",-1.243761,-2.170143
"TC1400009451.hg.1",-1.45,"RPL21P8",-2.584347,-2.646783
"TC1400009528.hg.1",-1.7,"BLZF2P",2.397299,2.240546
"TC1400009548.hg.1",1.98,"ERH",2.116073,1.301847
"TC1400009701.hg.1",2.56,"AREL1",1.443779,1.37257
"TC1400009753.hg.1",2.28,"RPSAP3",-1.044085,1.108063
"TC1400009755.hg.1",-1.81,"RP11-99E15.2",-2.182694,-1.461986
"TC1400009832.hg.1",-2.06,"RP11-114N19.3",1,1.039299
"TC1400009835.hg.1",-2.16,"SNORA79",1,1
"TC1400009844.hg.1",-2.03,"LINC01467",1,1
"TC1400009862.hg.1",-1.2,"RP11-452D21.2",1.596962,3.173204
"TC1400009913.hg.1",1.37,"RNU6-835P",2.536959,1.039702
"TC1400009952.hg.1",-1.1,"Y_RNA",3.739149,1
"TC1400009967.hg.1",2.3,"TTC7B",1.199414,1.054399
"TC1400009973.hg.1",-2.06,"RPS6KA5",1.371182,1.342331
"TC1400010100.hg.1",-1.28,"ATG2B",-2.290321,1
"TC1400010181.hg.1",1.07,"MIR151B",1.57797,2.003885
"TC1400010256.hg.1",1.6,"RN7SL472P",-2.013185,-2.129271
"TC1400010257.hg.1",-1.46,"HSP90AA1",-1.179349,-2.128947
"TC1400010261.hg.1",-2.09,"MOK",1.29835,-1.104275
"TC1400010320.hg.1",2.2,"BAG5",1,1
"TC1400010355.hg.1",-3.15,"RP11-260M19.1",1.064584,1.064584
"TC1400010390.hg.1",-1.08,"AHNAK2",1.535034,3.388273
"TC1400010518.hg.1",2.12,"IGHVII-44-2",1,1
"TC1400010541.hg.1",-2.28,"SLC20A1P1",1,1.232989
"TC1400010543.hg.1",-1.25,"IGHVIII-67-3",2.187419,1.298873
"TC1400010555.hg.1",-1.79,"IGHV3-72",-2.700076,-2.338624
"TC1400010557.hg.1",2.08,"IGHVII-74-1",1,-1.083929
"TC1400010570.hg.1",2.55,"TRAV1-2",-1.291887,-1.291887
"TC1400010579.hg.1",1.44,"DHRS4",-1.966337,-2.102142
"TC1400010604.hg.1",-1.33,"MIA2",-1.447275,-3.123469
"TC1400010618.hg.1",1.52,"FLJ22447; RP11-47I22.3",2.163729,1.751316
"TC1400010634.hg.1",2.2,"CIPC",1,1
"TC1400010677.hg.1",-1.04,"SNORD113",1,2.105014
"TC1400010679.hg.1",-1.22,"SNORD114-20",2.611828,2.153838
"TC1400010682.hg.1",-1.07,"SNORD114-23",2.00963,1.863119
"TC1400010692.hg.1",2.28,"APOPT1",1,1.123344
"TC1400010693.hg.1",2.09,"KLC1",1,-1.020326
"TC1400010731.hg.1",2.15,"EGLN3",1,-1.028905
"TC1400010741.hg.1",1.23,"RPS29; RPL32P29",2.463587,1.33489
"TC1400010768.hg.1",-1.07,"MED6",2.03599,1.496425
"TC1400010777.hg.1",-2.71,"TC2N",1,1
"TC1400010778.hg.1",-1.31,"TRIP11",-1.644103,-2.813118
"TC1500006569.hg.1",-2.51,"SNORD108; SNORD64; PWAR5",1,1
"TC1500006608.hg.1",-1.01,"RP11-145P16.2",-1.936955,-3.002429
"TC1500006675.hg.1",2.63,"HERC2P9",1.095151,-1.229916
"TC1500006688.hg.1",-1.17,"snoZ278",-1.211614,-2.431169
"TC1500006741.hg.1",1.46,"HERC2P10",2.108826,2.108826
"TC1500006767.hg.1",-1.04,"RP11-624A21.1",-1.515653,-2.651466
"TC1500006785.hg.1",1.19,"ARHGAP11B; ARHGAP11A",1.023904,-2.00814
"TC1500006870.hg.1",2.1,"C15orf41",1.011432,-1.209148
"TC1500006925.hg.1",2.26,"THBS1",1,1
"TC1500007020.hg.1",-2.12,"CTD-2382E5.2",1,1.136321
"TC1500007027.hg.1",-2.96,"RP11-546B15.1",1,-1.084447
"TC1500007058.hg.1",-2.06,"RNU6-554P",1.134282,-1.184904
"TC1500007091.hg.1",-1.27,"CTDSPL2",-1.489792,-2.126587
"TC1500007109.hg.1",-2.16,"DUOXA2",-1.258103,1.007144
"TC1500007126.hg.1",-1.08,"HMGN2P46",-1.499966,-2.131723
"TC1500007139.hg.1",-1.75,"RNU6-1014P",2.025868,1.059534
"TC1500007163.hg.1",2.05,"DUT",1.05663,1.185249
"TC1500007196.hg.1",2.26,"SLC27A2",-1.128394,1.228213
"TC1500007197.hg.1",1.11,"Y_RNA",1.025395,-2.368822
"TC1500007252.hg.1",-2.53,"CTD-2184D3.3",1.307898,-1.062829
"TC1500007258.hg.1",-1.04,"LOC100129973; RP11-430B1.2",-1.678555,-2.156946
"TC1500007269.hg.1",-1.35,"RP11-23N2.4",5.23482,4.68221
"TC1500007303.hg.1",2.56,"PIGB",1,-1.213783
"TC1500007356.hg.1",-1.58,"MTCO3P23",1.977476,-2.312975
"TC1500007359.hg.1",1.09,"MTND5P32",-1.076651,-6.053459
"TC1500007360.hg.1",-1.39,"MTCYBP23",-1.129865,-3.745997
"TC1500007445.hg.1",-2.47,"RP11-39M21.1",-1.233339,-1.414322
"TC1500007461.hg.1",-1.35,"VPS13C",-2.01746,-1.224616
"TC1500007531.hg.1",-1.25,"USP3",2.177451,1.269499
"TC1500007548.hg.1",1.48,"SNORA48",-2.104869,-2.104869
"TC1500007583.hg.1",-1.59,"SLC51B",1.15587,-2.322004
"TC1500007620.hg.1",-1.08,"RP11-321F6.2",1.358496,2.265014
"TC1500007645.hg.1",2.1,"MAP2K5",1,1
"TC1500007699.hg.1",1.65,"KIF23",1.608549,2.462596
"TC1500007777.hg.1",2.1,"SENP8",1.296651,-1.21502
"TC1500007833.hg.1",1.45,"PML",-2.842499,-1.227089
"TC1500008038.hg.1",2.02,"ARNT2; MIR5572",-1.361446,-1.122892
"TC1500008046.hg.1",-1.25,"CEMIP",2.646159,2.363967
"TC1500008064.hg.1",-1.09,"CTD-2240J17.2",1.493648,2.179791
"TC1500008103.hg.1",-1.08,"RP11-382A20.5",-1.153646,2.071966
"TC1500008182.hg.1",2.06,"LOC440300",1.260608,1.154934
"TC1500008192.hg.1",-3.78,"RP11-815J21.1",1.092566,-1.940879
"TC1500008207.hg.1",-1.02,"RP11-138H10.2",-1.737135,-2.134725
"TC1500008214.hg.1",1.26,"LINC00052",-1.043666,2.125718
"TC1500008286.hg.1",2.86,"ZNF710",-1.076516,1.061085
"TC1500008312.hg.1",1.83,"IQGAP1",2.012683,1.910156
"TC1500008320.hg.1",-1,"HSPE1P3",-1.253759,-2.531513
"TC1500008348.hg.1",-1.06,"AC068831.16",1.181918,2.080975
"TC1500008406.hg.1",1.24,"LINC01580",1,2.480292
"TC1500008486.hg.1",-1.06,"RP11-35O15.2",-1.2684,2.278051
"TC1500008494.hg.1",1.31,"MIR4714",-2.051999,-1.273872
"TC1500008543.hg.1",-2.16,"LOC102723335; RP11-526I2.1",1.029205,1.698193
"TC1500008635.hg.1",-1.39,"POTEB2; POTEB; POTEB3",3.179236,1.847494
"TC1500008653.hg.1",-1.27,"RP11-275E15.2",-1.984974,2.558539
"TC1500008675.hg.1",-2.27,"OR11H3P",1.075733,1.39149
"TC1500008723.hg.1",-2.49,"RP11-73C9.1; MKRN3-AS1",1,1
"TC1500008962.hg.1",-1.01,"TMCO5B",1,3.82304
"TC1500008982.hg.1",2.43,"KATNBL1",1.50698,1.060129
"TC1500009036.hg.1",1.04,"MEIS2",1.334029,2.255895
"TC1500009056.hg.1",1.17,"RASGRP1",-2.851794,-3.788745
"TC1500009191.hg.1",3.29,"RP11-265N6.1",1,-1.146559
"TC1500009259.hg.1",-2.04,"EIF3J-AS1",1,1
"TC1500009279.hg.1",1.16,"Y_RNA",2.242861,1.748636
"TC1500009285.hg.1",1.28,"CTD-2651B20.6",-2.05791,-1.238771
"TC1500009289.hg.1",-1.16,"LOC101928414; CTD-2651B20.3",-1.220481,-2.260982
"TC1500009363.hg.1",-1.34,"COPS2",-1.03719,-3.568974
"TC1500009395.hg.1",-1.16,"TRPM7",-2.523508,-4.355718
"TC1500009405.hg.1",-2.22,"CYP19A1",-1.072383,-1.403871
"TC1500009421.hg.1",-2.22,"MIR7973-2",1,1
"TC1500009466.hg.1",1.65,"ONECUT1",-1.092043,-2.024534
"TC1500009491.hg.1",1.15,"RP11-547D13.1",1.694125,2.050321
"TC1500009660.hg.1",-2.17,"RORA",-1.249465,-1.641915
"TC1500009702.hg.1",2.61,"RPS27L",1.087963,-1.419104
"TC1500009713.hg.1",-1.07,"AC007950.1",-2.694112,-2.295901
"TC1500009744.hg.1",-2.31,"Y_RNA",1,-1.237381
"TC1500009782.hg.1",2.87,"PDCD7",1.407505,-1.374655
"TC1500009789.hg.1",-1.21,"RP11-628M2.1",-1.827372,-2.11474
"TC1500009809.hg.1",1.07,"RP11-16E23.3",-1.271904,-2.015531
"TC1500009823.hg.1",1.35,"SCARNA14",1.063669,2.230056
"TC1500009848.hg.1",2.36,"IQCH-AS1",-1.068658,-1.084478
"TC1500009921.hg.1",1.01,"UACA",-1.353824,-2.934165
"TC1500009922.hg.1",-1.18,"RP11-138H8.8",1,-2.75725
"TC1500009928.hg.1",-1.8,"THAP10",1.228042,-2.211002
"TC1500009982.hg.1",-2.09,"MRPS15P1",1.657835,1.076621
"TC1500010010.hg.1",3.02,"CYP11A1",-1.058668,1.04384
"TC1500010062.hg.1",-1.19,"RP11-69H7.3",1.450781,2.53812
"TC1500010072.hg.1",-1.09,"SIN3A",1.54495,2.246595
"TC1500010094.hg.1",1.41,"Metazoa_SRP",-1.480342,-2.263491
"TC1500010140.hg.1",2.7,"WDR61",-1.124045,1
"TC1500010196.hg.1",-2.18,"RP11-28H5.2",-1.129544,1
"TC1500010316.hg.1",-2.31,"RNU6-1280P",1,1
"TC1500010533.hg.1",-3.12,"RP11-255M2.1",-1.187823,1
"TC1500010604.hg.1",-1.2,"RP11-654A16.3",-1.249543,-2.098444
"TC1500010613.hg.1",2.29,"TTC23",-1.238634,1
"TC1500010636.hg.1",-1.12,"RNU6-181P",2.023146,-1.154821
"TC1500010688.hg.1",-2.61,"OR4N4",1.097149,1.117636
"TC1500010715.hg.1",-1.5,"BUB1B",-2.186147,-1.635204
"TC1500010738.hg.1",2.07,"CTXN2",-1.122978,-1.499062
"TC1500010780.hg.1",2.51,"GOLGA6L9",1,-1.068991
"TC1500010860.hg.1",-1.3,"CATSPER2P1",-2.575816,-2.166731
"TC1500010891.hg.1",-1.41,"MAN2C1",-1.318082,-2.111181
"TC1500010902.hg.1",2.32,"LINC01314",-1.049957,-1.049957
"TC1500010937.hg.1",-2.61,"LOC101927310; RP11-461F11.3",-1.152015,1.049702
"TC1600006484.hg.1",-1,"WDR90",-1.336472,-2.140399
"TC1600006560.hg.1",-1.25,"LA16c-431H6.7",-2.066401,-1.239321
"TC1600006618.hg.1",2.13,"RP11-715J22.6",-1.282776,1.232835
"TC1600006622.hg.1",-1.2,"RP11-20I23.10",2.144542,1.358336
"TC1600006624.hg.1",1.45,"CTD-3126B10.2",2.282286,1.238256
"TC1600006633.hg.1",2.99,"SRRM2",-1.162499,-1.133206
"TC1600006652.hg.1",1.08,"TNFRSF12A",2.965077,1.682248
"TC1600006754.hg.1",3.24,"C16orf71",1.165493,1.303382
"TC1600006760.hg.1",2.02,"UBN1",1,1
"TC1600006827.hg.1",1.32,"RN7SL743P; AC007224.1",-1.465995,-2.457498
"TC1600006980.hg.1",1.18,"CTA-276F8.1",1,2.338819
"TC1600007116.hg.1",-1.18,"IQCK",-1.378425,-2.164629
"TC1600007150.hg.1",-1.04,"CRYM-AS1",1.056513,2.829408
"TC1600007212.hg.1",1.09,"RP11-20G6.2",-2.267653,-1.305769
"TC1600007240.hg.1",2.05,"PRKCB",1,1
"TC1600007333.hg.1",-2.17,"RNY1P10",-1.03169,-1.03169
"TC1600007449.hg.1",1.24,"SLX1A; SLX1B; SLX1A-SULT1A3; SLX1B-SULT1A4; SULT1A3",-2.284787,-1.736064
"TC1600007505.hg.1",1.2,"HSD3B7",-2.082694,-1.04594
"TC1600007521.hg.1",2.2,"FUS",1,-1.043767
"TC1600007598.hg.1",-1.46,"IGHV2OR16-5",2.122994,1.893204
"TC1600007601.hg.1",1.38,"IGHV3OR16-15",2.324064,2.792738
"TC1600007641.hg.1",1.05,"PCMTD1P2",2.563971,-1.072242
"TC1600007655.hg.1",2.03,"MGC34800; CTD-2144E22.5",1,1
"TC1600007723.hg.1",2.17,"GPT2",-1.634965,-1.634965
"TC1600007745.hg.1",-2.42,"LOC101927132; RP11-523L20.2",-1.157145,1
"TC1600007835.hg.1",-1.08,"MIR548AI",-1.181902,4.636129
"TC1600007874.hg.1",-1.27,"CHD9",1.54017,-3.851152
"TC1600007877.hg.1",-1.19,"RP11-295M3.2",1.414282,-2.326208
"TC1600007887.hg.1",2.09,"RBL2",-1.723607,-1.223437
"TC1600007898.hg.1",1,"RP11-357N13.6",-1.611942,2.313072
"TC1600007955.hg.1",1.1,"MT3",1.129724,-2.60198
"TC1600008007.hg.1",1.02,"ADGRG3",-1.39634,-2.005053
"TC1600008028.hg.1",-2.13,"RP11-459F6.1",1.026775,2.236139
"TC1600008051.hg.1",1.35,"RPS27P27",-1.366296,-4.15584
"TC1600008087.hg.1",-1.34,"RP11-2K6.1",-2.188845,-2.188845
"TC1600008202.hg.1",-1.19,"RP11-615I2.6",2.051714,1.061445
"TC1600008211.hg.1",-1.3,"MIR7641-2; RNA5SP429; AC099314.1",2.785276,1.274128
"TC1600008236.hg.1",1.11,"CTD-2033A16.1",2.048773,-1.282768
"TC1600008384.hg.1",-2.16,"LINC01568",-1.827384,-1.757604
"TC1600008392.hg.1",1.07,"RP11-53L24.1",-1.149774,-3.308529
"TC1600008496.hg.1",-1.09,"NUDT7",-1.106145,-2.02316
"TC1600008506.hg.1",-2.01,"RP11-358L22.3",1.440171,1
"TC1600008567.hg.1",2.25,"CENPN",-1.224829,-1.224829
